Season,Site,Cage Number,Treatment,N,WeekOriginal ,Week,Ulva,Sand,Red Filamentous Type 1,Red Filamentous Type 2,Brown foliose algae,Coarsely Branched Red Algae,Asparagopsis,Fish,Urchin,Snail,Shell,Sum,Algae
COLD,CM,43,All present,N+,8,12,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,43,All present,N+,9,13,78,22,0,0,0,0,0,0,0,0,0,100,78
COLD,CM,43,All present,N+,10,14,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,44,Fish only,No N,2,6,8,39,28,0,0,25,0,0,0,0,0,100,61
COLD,CM,44,Fish only,No N,3,7,36,44,20,0,0,0,0,0,0,0,0,100,56
COLD,CM,44,Fish only,No N,4,8,79,11,10,0,0,0,0,0,0,0,0,100,89
COLD,CM,44,Fish only,No N,5,9,23,50,0,0,25,2,0,0,0,0,0,100,50
COLD,CM,44,Fish only,No N,6,10,71,26,3,0,0,0,0,0,0,0,0,100,74
COLD,CM,44,Fish only,No N,7,11,86,12,2,0,0,0,0,0,0,0,0,100,88
COLD,CM,44,Fish only,No N,8,12,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,44,Fish only,No N,9,13,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,44,Fish only,No N,10,14,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,45,Urchins Only,No N,1,5,76,3,0,21,0,0,0,0,0,0,0,100,97
COLD,CM,45,Urchins Only,No N,2,6,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,45,Urchins Only,No N,3,7,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,45,Urchins Only,No N,4,8,71,7,0,0,0,0,0,0,22,0,0,100,71
COLD,CM,45,Urchins Only,No N,5,9,80,12,0,0,0,0,0,0,8,0,0,100,80
COLD,CM,45,Urchins Only,No N,6,10,72,21,0,0,0,0,0,0,7,0,0,100,72
COLD,CM,45,Urchins Only,No N,7,11,77,19,0,0,0,0,0,0,4,0,0,100,77
COLD,CM,45,Urchins Only,No N,8,12,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,45,Urchins Only,No N,9,13,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,45,Urchins Only,No N,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,46,Urchins Only,No N,1,5,47,12,26,15,0,0,0,0,0,0,0,100,88
COLD,CM,46,Urchins Only,No N,2,6,76,0,0,24,0,0,0,0,0,0,0,100,100
COLD,CM,46,Urchins Only,No N,3,7,83,7,10,0,0,0,0,0,0,0,0,100,93
COLD,CM,46,Urchins Only,No N,4,8,92,3,3,0,2,0,0,0,0,0,0,100,97
COLD,CM,46,Urchins Only,No N,5,9,91,3,6,0,0,0,0,0,0,0,0,100,97
COLD,CM,46,Urchins Only,No N,6,10,93,5,2,0,0,0,0,0,0,0,0,100,95
COLD,CM,46,Urchins Only,No N,7,11,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,46,Urchins Only,No N,8,12,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,46,Urchins Only,No N,9,13,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,46,Urchins Only,No N,10,14,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,47,All present,No N,1,5,32,21,47,0,0,0,0,0,0,0,0,100,79
COLD,CM,47,All present,No N,2,6,52,39,0,9,0,0,0,0,0,0,0,100,61
COLD,CM,47,All present,No N,3,7,69,28,0,0,0,0,0,0,3,0,0,100,69
COLD,CM,47,All present,No N,4,8,18,81,0,0,0,0,0,0,1,0,0,100,18
COLD,CM,47,All present,No N,5,9,74,19,0,0,0,0,0,0,7,0,0,100,74
COLD,CM,47,All present,No N,6,10,17,60,0,0,0,0,0,0,23,0,0,100,17
COLD,CM,47,All present,No N,7,11,13,86,1,0,0,0,0,0,0,0,0,100,14
COLD,CM,47,All present,No N,8,12,61,35,0,4,0,0,0,0,0,0,0,100,65
COLD,CM,47,All present,No N,9,13,0,100,0,0,0,0,0,0,0,0,0,100,0
COLD,CM,47,All present,No N,10,14,6,94,0,0,0,0,0,0,0,0,0,100,6
COLD,CM,48,None present,No N,1,5,56,3,21,6,14,0,0,0,0,0,0,100,97
COLD,CM,48,None present,No N,2,6,58,15,4,9,14,0,0,0,0,0,0,100,85
COLD,CM,48,None present,No N,3,7,48,4,17,9,22,0,0,0,0,0,0,100,96
COLD,CM,48,None present,No N,4,8,65,5,12,6,12,0,0,0,0,0,0,100,95
COLD,CM,48,None present,No N,5,9,69,7,0,6,18,0,0,0,0,0,0,100,93
COLD,CM,48,None present,No N,6,10,83,0,0,9,8,0,0,0,0,0,0,100,100
COLD,CM,48,None present,No N,7,11,87,0,0,4,9,0,0,0,0,0,0,100,100
COLD,CM,48,None present,No N,8,12,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,48,None present,No N,9,13,94,6,0,,0,0,0,0,0,0,0,100,94
COLD,CM,48,None present,No N,10,14,50,50,0,0,0,0,0,0,0,0,0,100,50
COLD,CM,49,Fish only,No N,1,5,60,18,22,0,0,0,0,0,0,0,0,100,82
COLD,CM,49,Fish only,No N,2,6,92,6,2,0,0,0,0,0,0,0,0,100,94
COLD,CM,49,Fish only,No N,3,7,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,49,Fish only,No N,4,8,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,49,Fish only,No N,5,9,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,49,Fish only,No N,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,49,Fish only,No N,7,11,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,49,Fish only,No N,8,12,83,17,0,0,0,0,0,0,0,0,0,100,83
COLD,CM,49,Fish only,No N,9,13,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,49,Fish only,No N,10,14,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,50,None present,N+,1,5,77,12,6,5,0,0,0,0,0,0,0,100,88
COLD,CM,50,None present,N+,2,6,90,5,5,0,0,0,0,0,0,0,0,100,95
COLD,CM,50,None present,N+,3,7,63,10,14,3,10,0,0,0,0,0,0,100,90
COLD,CM,50,None present,N+,4,8,87,4,4,0,5,0,0,0,0,0,0,100,96
COLD,CM,50,None present,N+,5,9,79,13,0,0,8,0,0,0,0,0,0,100,87
COLD,CM,50,None present,N+,6,10,90,2,0,3,5,0,0,0,0,0,0,100,98
COLD,CM,50,None present,N+,7,11,85,3,0,0,12,0,0,0,0,0,0,100,97
COLD,CM,50,None present,N+,8,12,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,50,None present,N+,9,13,74,26,0,0,0,0,0,0,0,0,0,100,74
COLD,CM,50,None present,N+,10,14,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,51,All present,No N,1,5,68,14,18,0,0,0,0,0,0,0,0,100,86
COLD,CM,51,All present,No N,2,6,64,36,0,0,0,0,0,0,0,0,0,100,64
COLD,CM,51,All present,No N,3,7,80,9,11,0,0,0,0,0,0,0,0,100,91
COLD,CM,51,All present,No N,4,8,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,51,All present,No N,5,9,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,51,All present,No N,6,10,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,51,All present,No N,7,11,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,51,All present,No N,8,12,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,51,All present,No N,9,13,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,51,All present,No N,10,14,67,33,0,0,0,0,0,0,0,0,0,100,67
COLD,CM,52,All present,N+,1,5,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,52,All present,N+,2,6,84,16,0,0,0,0,0,0,0,0,0,100,84
COLD,CM,52,All present,N+,3,7,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,52,All present,N+,4,8,84,16,0,0,0,0,0,0,0,0,0,100,84
COLD,CM,52,All present,N+,5,9,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,52,All present,N+,6,10,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,52,All present,N+,7,11,85,13,2,0,0,0,0,0,0,0,0,100,87
COLD,CM,52,All present,N+,8,12,77,23,0,0,0,0,0,0,0,0,0,100,77
COLD,CM,52,All present,N+,9,13,59,41,0,,0,0,0,0,0,0,0,100,59
COLD,CM,52,All present,N+,10,14,55,45,0,0,0,0,0,0,0,0,0,100,55
COLD,CM,53,Urchins Only,N+,1,5,69,15,0,16,0,0,0,0,0,0,0,100,85
COLD,CM,53,Urchins Only,N+,2,6,81,10,0,0,0,9,0,0,0,0,0,100,90
COLD,CM,53,Urchins Only,N+,3,7,91,3,0,6,0,0,0,0,0,0,0,100,97
COLD,CM,53,Urchins Only,N+,4,8,93,4,0,3,0,0,0,0,0,0,0,100,96
COLD,CM,53,Urchins Only,N+,5,9,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,53,Urchins Only,N+,6,10,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,53,Urchins Only,N+,7,11,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,53,Urchins Only,N+,8,12,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,53,Urchins Only,N+,9,13,85,15,0,0,0,0,0,0,0,0,0,100,85
COLD,CM,53,Urchins Only,N+,10,14,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,54,Urchins Only,No N,1,5,79,17,0,4,0,0,0,0,0,0,0,100,83
COLD,CM,54,Urchins Only,No N,2,6,80,20,0,0,0,0,0,0,0,0,0,100,80
COLD,CM,54,Urchins Only,No N,3,7,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,54,Urchins Only,No N,4,8,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,54,Urchins Only,No N,5,9,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,54,Urchins Only,No N,6,10,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,54,Urchins Only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,54,Urchins Only,No N,8,12,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,54,Urchins Only,No N,9,13,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,54,Urchins Only,No N,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,1,5,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,2,6,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,3,7,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,4,8,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,5,9,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,55,All present,No N,6,10,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,55,All present,No N,7,11,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,55,All present,No N,8,12,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,55,All present,No N,9,13,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,55,All present,No N,10,14,64,36,0,0,0,0,0,0,0,0,0,100,64
COLD,CM,56,None present,N+,1,5,33,64,3,0,0,0,0,0,0,0,0,100,36
COLD,CM,56,None present,N+,2,6,75,25,0,0,0,0,0,0,0,0,0,100,75
COLD,CM,56,None present,N+,3,7,68,20,0,4,7,0,0,0,0,1,0,100,79
COLD,CM,56,None present,N+,4,8,75,17,2,0,6,0,0,0,0,0,0,100,83
COLD,CM,56,None present,N+,5,9,38,62,0,0,0,0,0,0,0,0,0,100,38
COLD,CM,56,None present,N+,6,10,63,37,0,0,0,0,0,0,0,0,0,100,63
COLD,CM,56,None present,N+,7,11,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,56,None present,N+,8,12,53,47,0,0,0,0,0,0,0,0,0,100,53
COLD,CM,56,None present,N+,9,13,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,56,None present,N+,10,14,59,41,0,0,0,0,0,0,0,0,0,100,59
COLD,CM,57,None present,No N,1,5,15,25,40,10,10,0,0,0,0,0,0,100,75
COLD,CM,57,None present,No N,2,6,24,42,7,16,11,0,0,0,0,0,0,100,58
COLD,CM,57,None present,No N,3,7,35,20,6,33,6,0,0,0,0,0,0,100,80
COLD,CM,57,None present,No N,4,8,46,18,6,24,6,0,0,0,0,0,0,100,82
COLD,CM,57,None present,No N,5,9,41,27,2,11,19,0,0,0,0,0,0,100,73
COLD,CM,57,None present,No N,6,10,66,17,2,10,5,0,0,0,0,0,0,100,83
COLD,CM,57,None present,No N,7,11,72,12,4,5,7,0,0,0,0,0,0,100,88
COLD,CM,57,None present,No N,8,12,72,25,0,0,3,0,0,0,0,0,0,100,75
COLD,CM,57,None present,No N,9,13,90,8,0,0,2,0,0,0,0,0,0,100,92
COLD,CM,57,None present,No N,10,14,75,25,0,0,0,0,0,0,0,0,0,100,75
COLD,CM,58,None present,No N,1,5,31,16,36,17,0,0,0,0,0,0,0,100,84
COLD,CM,58,None present,No N,2,6,53,14,9,21,3,0,0,0,0,0,0,100,86
COLD,CM,58,None present,No N,3,7,62,10,12,13,3,0,0,0,0,0,0,100,90
COLD,CM,58,None present,No N,4,8,78,7,10,5,0,0,0,0,0,0,0,100,93
COLD,CM,58,None present,No N,5,9,77,16,0,7,0,0,0,0,0,0,0,100,84
COLD,CM,58,None present,No N,6,10,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,58,None present,No N,7,11,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,58,None present,No N,8,12,78,22,0,0,0,0,0,0,0,0,0,100,78
COLD,CM,58,None present,No N,9,13,84,16,0,0,0,0,0,0,0,0,0,100,84
COLD,CM,58,None present,No N,10,14,74,26,0,0,0,0,0,0,0,0,0,100,74
COLD,CM,59,All present,N+,1,5,0,17,83,0,0,0,0,0,0,0,0,100,83
COLD,CM,59,All present,N+,2,6,0,34,66,0,0,0,0,0,0,0,0,100,66
COLD,CM,59,All present,N+,3,7,4,31,65,0,0,0,0,0,0,0,0,100,69
COLD,CM,59,All present,N+,4,8,8,36,56,0,0,0,0,0,0,0,0,100,64
COLD,CM,59,All present,N+,5,9,10,89,0,0,0,0,0,0,1,0,0,100,10
COLD,CM,59,All present,N+,6,10,23,77,0,0,0,0,0,0,0,0,0,100,23
COLD,CM,59,All present,N+,7,11,62,38,0,0,0,0,0,0,0,0,0,100,62
COLD,CM,59,All present,N+,8,12,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,59,All present,N+,9,13,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,59,All present,N+,10,14,40,60,0,0,0,0,0,0,0,0,0,100,40
COLD,CM,60,Urchins Only,N+,1,5,62,16,22,0,0,0,0,0,0,0,0,100,84
COLD,CM,60,Urchins Only,N+,2,6,86,8,0,0,0,6,0,0,0,0,0,100,92
COLD,CM,60,Urchins Only,N+,3,7,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,60,Urchins Only,N+,4,8,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,60,Urchins Only,N+,5,9,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,60,Urchins Only,N+,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,60,Urchins Only,N+,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,60,Urchins Only,N+,8,12,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,60,Urchins Only,N+,9,13,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,60,Urchins Only,N+,10,14,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,61,Fish only,N+,1,5,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,61,Fish only,N+,2,6,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,61,Fish only,N+,3,7,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,61,Fish only,N+,4,8,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,61,Fish only,N+,5,9,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,61,Fish only,N+,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,8,12,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,61,Fish only,N+,9,13,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,10,14,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,62,Urchins Only,N+,1,5,72,26,0,2,0,0,0,0,0,0,0,100,74
COLD,CM,62,Urchins Only,N+,2,6,74,26,0,0,0,0,0,0,0,0,0,100,74
COLD,CM,62,Urchins Only,N+,3,7,84,12,0,0,0,0,0,0,4,0,0,100,84
COLD,CM,62,Urchins Only,N+,4,8,59,19,0,0,0,0,0,0,22,0,0,100,59
COLD,CM,62,Urchins Only,N+,5,9,85,15,0,0,0,0,0,0,0,0,0,100,85
COLD,CM,62,Urchins Only,N+,6,10,79,13,0,0,0,0,0,0,8,0,0,100,79
COLD,CM,62,Urchins Only,N+,7,11,73,27,0,0,0,0,0,0,0,0,0,100,73
COLD,CM,62,Urchins Only,N+,8,12,54,42,0,0,0,0,0,0,4,0,0,100,54
COLD,CM,62,Urchins Only,N+,9,13,67,33,0,0,0,0,0,0,0,0,0,100,67
COLD,CM,62,Urchins Only,N+,10,14,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,63,Urchins Only,No N,1,5,11,25,64,0,0,0,0,0,0,0,0,100,75
COLD,CM,63,Urchins Only,No N,2,6,20,53,27,0,0,0,0,0,0,0,0,100,47
COLD,CM,63,Urchins Only,No N,3,7,51,49,0,0,0,0,0,0,0,0,0,100,51
COLD,CM,63,Urchins Only,No N,4,8,5,87,0,0,0,0,0,0,8,0,0,100,5
COLD,CM,63,Urchins Only,No N,5,9,31,69,0,0,0,0,0,0,0,0,0,100,31
COLD,CM,63,Urchins Only,No N,6,10,9,91,0,0,0,0,0,0,0,0,0,100,9
COLD,CM,63,Urchins Only,No N,7,11,5,95,0,0,0,0,0,0,0,0,0,100,5
COLD,CM,63,Urchins Only,No N,8,12,17,51,0,32,0,0,0,0,0,0,0,100,49
COLD,CM,63,Urchins Only,No N,9,13,4,96,0,0,0,0,0,0,0,0,0,100,4
COLD,CM,63,Urchins Only,No N,10,14,1,99,0,0,0,0,0,0,0,0,0,100,1
COLD,CM,64,All present,N+,1,5,80,7,13,0,0,0,0,0,0,0,0,100,93
COLD,CM,64,All present,N+,2,6,58,37,0,0,0,0,0,0,5,0,0,100,58
COLD,CM,64,All present,N+,3,7,33,67,0,0,0,0,0,0,0,0,0,100,33
COLD,CM,64,All present,N+,4,8,6,94,0,0,0,0,0,0,0,0,0,100,6
COLD,CM,64,All present,N+,5,9,65,35,0,0,0,0,0,0,0,0,0,100,65
COLD,CM,64,All present,N+,6,10,53,47,0,0,0,0,0,0,0,0,0,100,53
COLD,CM,64,All present,N+,7,11,49,35,16,0,0,0,0,0,0,0,0,100,65
COLD,CM,64,All present,N+,8,12,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,64,All present,N+,9,13,60,40,0,0,0,0,0,0,0,0,0,100,60
COLD,CM,64,All present,N+,10,14,17,83,0,0,0,0,0,0,0,0,0,100,17
